,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198
102,,-0.9394577302937703,,,,,,,,,,,-0.9614561408312492,,-1.0159797075095331,,,-1.0372494748404746,,,,,,-1.0342180962367622,,,,,,,,,,-1.1043188110976874,-1.1040962945870803,-0.9167822626653392,,,-1.0720420730424136,,,-1.104307266097394,-1.10037699724545,,-1.0392698596053855,,,-1.06916847014714,,,,-1.1396855541202817,,,,,,,,-0.9929858214645786,-0.9223480348593682,,-0.9888223474540729,,-0.9056806378249317,,,,,,,-0.8205800080405374,,,,,,-0.6859868256289465,-0.6270132297001964,,,,,-0.6510555324080304,,,,-0.5688825608036286,,,,,-0.37504898501484213,-0.17692827529139976,-0.10934115507092877,0.09601653518613826,,,,,,,,,1.2597211399989852,,,,,,,,,,,,0.2940146189548646,,,,,,,-0.12298096003580314,,-0.1594562889014666,,,,,-0.18707576484066607,,,,,0.036127513928510845,,,,,0.10857063292378755,,,0.09223113326123919,0.14206650381666172,,,,,0.2525989375964135,,0.24502716170256733,,0.3754140730210948,,,,0.7133715178337039,0.9255371700907181,,,,,,,1.8886754097625393,,,,,1.4527585522496411,1.406012346064565,1.377525719147083,1.275689506907513,,1.2470283851808315,,,,,,,,,,1.4424934031306758,,,,,,1.5180175816798531,,1.6616337603721352,,,,,
64,,,,,,,,-1.0080413877828962,-0.9088614127293211,,,,,,,,,-0.9921618646239176,-1.0443795634056545,,,,,,,,-1.1462834714300127,,-1.0766346993414257,,,,,-1.128956519135488,,,-1.0313097034652714,,,,,,-1.128203281149542,,-1.0010569123537012,,,,,,,,,,,-0.9772128500096195,,,,,,,,,,,,,,-0.9151504365884069,,,,,,,-0.7962910299055077,,,,,,,,,,,-0.4998679719064547,-0.4519204280318031,,,,,,,,,,,,,,,,,,,1.4440701508062972,1.3976864206047492,,,,,,,,,,,,,,,,-0.32626265408521204,,,,,,,,-0.08487073976972939,,,,0.15559031271411625,0.05541360402638721,,,,,,,,,,,,0.625950024211274,,0.6817317571873793,,,,,,,,1.0338750633267288,,,1.4804491489612293,1.6345025721664987,,,1.6150760180827795,,,,,,1.3587549710857634,,,,,,1.3779632200942629,,,,,,,,,,,1.5495407769798935,,,,,,,,,1.806256454771613
68,-1.119017981427045,,,,,,,,,,,-1.0688925921984191,,,,-1.0980506242592896,,,-1.0438275305908855,,,,,,,,,-1.0040726887536364,,,,,,,,,,-1.1192784120745296,,,-1.0837969752980348,,,-1.065554455685064,,,,,,,,,,-1.0617947044270202,,,,-1.0910730184356714,,,,,-1.0369253430034568,-1.031736034980978,,,-0.9421323641706131,-0.9321242264394344,,,,,,,,,,,,-0.6486757469318767,,,,,,,,,-0.5973642973311596,,-0.4278705208020823,-0.3351819562549983,,,,,,,,,,,,1.0792819356908279,,,,,,1.317566934874315,1.152560292293158,,,,,,,,0.33187927250621546,,,0.1610478458686752,,,,0.2904871707059183,,,,0.25312376755127974,0.24200237669791202,0.22456197183388854,,,,,0.30374435598837185,,,,0.3031668840731964,,,,,0.25170975767055564,0.233415188810297,0.292096554434591,0.3585527245032453,0.25534762580233084,,,,0.3357673951496393,,,0.5571985150567097,0.7064870047194043,,,,1.2771701995452178,,,1.404730289947384,,,,,,,,,1.2370042731853752,,,,1.3224547692829562,,,1.2859040064819762,,,,1.4943635439372944,,,,,,,,,1.8175402200698738,,1.8942087310027067,,,
82,-0.8682757011261807,,,,,,,,,,-0.7731161553531238,,,,,,,,-0.7359376685618735,-0.8123363983300298,,,-0.8061388424009892,,,-0.8012407896579533,,,,,,,,,-0.8749322155569287,,,,,,,,,,,-0.7039720853439262,,,,,-0.783519922045178,,,,-0.6851190680147692,,-0.685568800796788,,,,,,-0.7253974184304449,,-0.7268524024579576,-0.6811562512734873,,,-0.6412215296351365,,,,,-0.6245515267416103,,,,-0.7771100249806492,,,,,,,,,,,,,,,,,,,-0.5792631215701015,,,,-0.5811483408268938,,,,-0.63991931288254,,,,,-0.5594325863439213,,-0.5537278052737477,,,,,,,,,,-0.4313449559813042,-0.33802816696987703,,,,,,,,,,,,0.012156347105088405,,0.11870837035516804,,,,,,,,,,,,,,,,,,,,,,,,1.8782538244446088,,,,,,,,,,,,,,1.9374089698491601,,,,,,,,,,,,,1.5618715551390274,,,1.4283034804005301,,1.370245006141034,1.382262311076857,,,,,1.177962735501866
96,-1.0354665597168384,,,,,-1.0674730298156307,,,,-0.9413342368821411,,,-0.9886426495466017,,,-1.125315419676249,,,-1.0186052007473203,,,,-0.9505461274152409,,,-0.9173859871907125,-0.9391813874681281,,,,,,-0.9070098864427716,,,,,,,,,-0.8429562106274565,,,,,,,,,,,-0.864678813953419,,-0.8931072894744732,,-0.898521337619912,-0.9253647565796217,,,,,,,-0.8612812872404024,,,,,,,-0.8418649406255314,,,,-0.7797193664401187,,-0.6612158760083536,,-0.6761205568790419,,-0.7397747087800071,,,,,-0.659826952443411,,-0.6514702700828978,,-0.5459156405536375,,,,,,-0.2574551802405078,-0.16514980534477333,,,,,0.15392305113848925,0.17542291883126146,,0.32916033237594733,0.342630746968939,0.41381323974633144,0.32955098831296464,,,0.2531113669220215,,,,,-0.07855162911738553,,,,,,,-0.12794934238078326,,,,,-0.13727350081531162,-0.019838510224724357,,,,0.029906882931455832,,,,,,,,0.3150750200619705,,,,,,,,0.8722270341871209,,1.0115437874716036,,,,,,,,,,,,,,1.7317066869501232,,,1.714080888685237,1.7887468031422,,1.805810287281759,,,1.790114093615008,,1.6537243443503098,,,,1.648932035873167,,,,1.6938619504106895,,,,,,,1.6528725134117521,,,,,,,
99,-0.954558683132493,,-0.9710712033538779,,,,,,,,,,,,,,,,,,,-0.9824252907749591,,,,,-0.8939593568563966,,,,-0.88792811803644,,,,-0.9552693329731109,,-0.8828061606304778,,,,,,,,,-0.8178606791134284,,,,,,-0.7462115089456511,,,,,,,,,,-0.8290940374429394,,-0.8923717960916082,,-0.7726364454954463,,-0.7463195520968186,,,,,,,,,,,,,,,,,,,,,-0.658296690130503,-0.6223847552766417,,,-0.4515064186129703,,-0.3672891132774535,,,,,,,-0.14273040894487138,,,-0.05065225602088287,,-0.006765149526106573,0.04734382720219166,,,,,,,-0.2228243085855602,,,,-0.2969327569891148,,,,,,,,,-0.17034981856257253,-0.15925031984710641,,,,,,,0.07345827040295966,0.013913760461096977,,,,,0.3332210480275435,0.39065439997588597,,,,0.5413764313115983,,,,,,,,,,,,1.58953048182123,,,,,,,,,,,1.9205701479242798,1.8224371490391242,,,1.8840701605971293,,,,,,,,,,,,,,,,1.5625140983595582,,,,,1.4730952951454765,,1.4014326396272738,,1.2561395073034998
63,,,,,,,,,,,,,,,,,,,,-0.9169381987307408,,,-0.9976061233931438,,,-0.9823107423337664,,,,,,,,,,-0.9404713872538535,,,,,,,-1.037787606062433,,-0.9633020658246023,,,,,,,,,,,-0.9482259125128193,,,,,,,,,,,-0.7837955982254783,-0.9300865591310867,,,,,,,,-0.6957439301422051,,,-0.7257627821735612,,,,,,,,,,,,,-0.4491239850730843,,,,,,0.004926435894549441,,,0.3180017586254289,,0.492580444341183,0.5646167526393915,,,,,,,,,,,,,,-0.03781601887373323,,,-0.23016737369908047,,,,,,-0.2914019507222882,,,,,,,,,0.04049299470394488,,,,,0.22191035284358412,,,0.4514031092180908,,,0.6232569081283689,,0.7582214528734654,0.8291717764897284,,,,,,1.0244804047659635,,1.01978257282842,,1.1283582822295641,1.3679718158662815,,,,,1.7837516934283488,1.6553158054701314,1.635382956584416,1.6143774985542492,,,,1.6192723317261237,,,,,,,,,,,,,,,1.681353804261305,,,,,,,,1.7043800618238159,1.764881634708594,,1.6232039744190905
1,,,-1.0933447190449819,,,,,,,-1.1031543105894543,,,-1.1132371216046688,-1.0842222279304896,,,-1.090539040746999,,,,,-1.1863720142066285,-1.127791551327639,,,,,,,,,,,,-1.0985924585107978,,,,,,,,,,,-1.0406395350864384,,-0.9975665536120382,,,,,,,,,-1.0547148775454644,,,,,-0.9542231268193544,,-0.9589298682878293,-0.9864990430714774,-0.9624782287741397,,,-0.883181378404253,,,,,-0.7902027254845789,,-0.7597067527839545,,-0.704069561420502,,-0.7161449908772162,-0.763727714434389,,,,,,,,,,,-0.3913743313213021,,,,,,,,0.4709305100387916,,0.6033489795921587,,,,1.0553094569254104,1.1533712768260034,,,,0.8971618847977809,,0.7210867990434883,,,,,,,0.30206260543789776,,,,,0.2720943697277506,,,0.3206787446514069,,,,,,,0.3003390043000456,,0.37886286927696566,,,,,0.27024538395414494,,0.24013235473482128,0.4245827128038796,,,,,,,0.5204670247311394,,,0.5559327484066826,0.4571433352472358,0.5218317907815118,,,,,,0.9394144897142113,,,,,,1.104815325812647,,,,,,1.29390728235532,,,,,,,,,,,,,,,,,1.8498122475332563,,,,,,2.1033119385758283,
100,,,,-0.9079905897378906,,-1.0060342232585404,,,,,,,-0.9387853315595966,,,,,,,,,,-1.020462123205293,-1.0038098192831773,,,,,,,,-0.8857715047618568,,,-0.9091122075708573,,,,,-0.9453005022492351,,-0.9328557045656647,,,,,,,,,-0.9787556776678802,,,,,,,,,,,-0.9511781105971657,,,-0.8985140636230842,,,-0.8024410283783573,,,,,-0.8434380187158317,,,,,,,,-0.8033069168581732,,,,,,,,,,,,,,,,,-0.08116165616912274,,,,,,,,,,,,,,0.24694813770332338,,,,-0.06817329343540895,,,,,,-0.19423089500715673,,,,,-0.14446113315973647,,,-0.05606533002964928,,,,,,,,0.20005468104404303,0.21258658975232275,,,,,0.3374947845901526,,0.5956390522981352,,0.6564913792935232,,,,,,1.0303304196433605,,1.2018695560212367,,,,,1.520875234913188,1.6126263558904117,,,,,,,,1.7668544372350223,,1.69711851782938,,,,,,,,1.5613300653396511,,,,1.5773275901291397,,1.6415265469181168,,,1.5973712930732151,1.5618678058709146,1.6265717849824464,,,,,,,,
16,,,,,,,,,,,,,-1.0199124519824434,,,-1.0535128644720035,-0.9580526400195262,,-1.1176867572057279,,,,,,,-1.057583752746088,-1.09205637819683,,,,,,-1.0656867042516476,,,-0.9973652467308095,,,,,,,,-1.062154559718071,,-1.043992632395752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.34712600413582384,,,,-0.015741477320211063,,,,,,,1.1339103971137647,,1.5415992817972848,,,,,,,2.2182252300423744,2.1334983626836608,,1.7607136896055502,1.39404544080315,,,,,,,,,0.07320032674287201,,,,,,-0.010053330852319471,,,,,,,,,,0.04271173780372321,,0.15201538932843212,,0.1155487378809603,,,,,0.31052455560563064,0.3119377383196848,,,0.18211307455009612,,,0.21725346751925756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1584679222712921,,1.2373484177918934,,1.480128857456696,,,,,,,,,,
32,,,,-1.0422600560848665,-1.0529097167774513,,,,,,,,,,-1.0398058217544313,,-1.0279453262429699,-1.0811526131939988,,-1.0015997669753696,,,,,,,,,,-0.9851551731473984,,,,,,-1.0612839494442692,,,-1.0742817395411404,,,-1.139194205726357,,,,,,,,,,,-0.9459956115182888,,-1.0271779731330375,,,,,-1.0484745705916534,-1.0513444722334415,,,,,-0.9246985705821835,,,,,,,,,,-0.8294483778209479,,,,,,,-0.7208834083122563,,,,,,,,,,,,,,,,,,0.7434182005491311,,0.8627932589625436,,,1.1399075604919648,,,1.342212397333462,,,,,,,,,,,,,,,,,,,,,,0.04449273006321777,,,,,0.13943727796027455,,,,,,,,,,,,0.5217471329844907,,,,,,,,,,,,,,,,,,1.2739830197619972,1.348581945302134,,,1.286856854502125,,,,,,,,,,1.4467089245631704,,1.4288900400233515,,1.5246587910325962,,1.652395235759322,,1.6621471172922937,,,,,,,,,1.9287665592940604,,
12,,,,-1.0494085814905036,-1.065629596241362,,,,,,,,,,,,,-1.0625108893152007,,-1.0636024614749597,,-1.1285087260891722,,,,,-1.0828696537578015,,,,,,,,,,-1.0841888394681953,,,,,-1.054457672582953,,-1.0575902800862482,,,,,-1.0520826331860833,,,,,,,,,,-0.9708557565570894,,,,,,,,,,,,,-0.7304316682233339,,,,,-0.6401774977928062,-0.5781679323067526,,,,,,,,,,,,,,,,,0.4262665526417979,,,,,,1.5574977428074257,,2.0471355777612406,,,,,,,2.4679289782083536,,,,,,,0.7996030110187358,,,,,,0.3441519427191921,,,,,,,,,,,,,,,,0.18316181106575127,,,,,,0.14905836079638402,,0.18550682251249417,,,,,,-0.050994927688656794,,,,,,,,,0.561563812409931,,0.7032173705671599,,0.5955403760920521,,0.48945478507040324,,0.4339202432437196,,0.43134555168739314,,,,,,,,,,,,,,,1.0426069351022553,1.1001659662581935,1.201029900199903,,,,,,,,,,1.8281967090479792
36,,,,,,,,,,,,,,,,,-1.0930897406156275,-1.046477920968521,,,,,,,,,,,-0.9541461990941601,,,,,-0.9299861860638007,,,,-1.029918314270576,,,,,,,,,-1.036813270627904,,,,,-1.04038942794827,,,,,,,,-0.9726071261689488,,,,,-0.8661371576217095,-0.8682075194479618,,-0.7626254565662219,,,-0.8201015078884336,,,,,,,,-0.6799090801921096,,,,-0.7047256275064078,,-0.6089934130303128,,,,,,,-0.4388044711788019,,-0.27787364908085943,,,,0.03245730066832497,,0.2039367229323496,,,,,,0.8455062237416732,,0.8992686122788706,,,0.6312033825957651,,,,,,,-0.009892030214574951,,,-0.18057997441793885,-0.19593122758819284,,,,,,,,-0.069667588777592,-0.12326077327204783,,0.016684414259573226,0.1134859936979102,,,,,,0.21229580138125043,,0.2880758620128298,0.3087488587767548,,,,0.5017297251204906,,,,,,,,,,,1.0265846773523508,,,,,,,,,1.5235441441559237,,,,1.455221053795389,,1.6454548485956033,,,,1.5921528895173553,,,,,,1.670333991198646,,1.7157654610203035,,,,,,,,,,,,1.8800560785782616,,
92,,,,,,-1.0370367464906907,,,,,,,,-1.010320019300045,,,,,-1.0989545586078826,-1.0724032632125515,-0.9348813501746924,-1.1111494809209828,,,-1.0275744832365825,-1.023974404925008,,-1.027867668765542,,,,-0.9525104130525844,,,,,,,,,,,,,,,,,,,,,,,,,-0.9769265375262622,,,,-0.9928795789693455,-1.010688466900168,,,,-0.9720251290311415,,,,,-0.7948257651575334,-0.8182230106452465,,,,,-0.7600446784394715,,,,-0.7457728872597456,,,,,-0.6428832288719007,,,-0.6958081383272633,,,-0.5017853371150762,,,,,-0.07375276922541084,-0.019313492542144338,,,,,,,,0.7152884270573885,0.8143486350267537,,,0.6875859981774286,,,,,,,,,0.04372277726855932,,,,,,,,,,,,0.1334593568397165,,,,,,,,,0.33200343744776517,,,0.33639995559380165,,,,,,,,,,,0.7177748849635945,0.833762707684017,0.9039202204339042,,,,,,,,,,,1.6079357136841825,1.7076070573734192,,,1.6174034448817858,,1.5819797138246103,,1.578490380991237,,,,,1.5447151038983875,,1.4512610776999744,,,,,,,,,1.6442028441970185,1.562879858931118,,,,,,,
40,,,,-1.013930416366943,,,,,-0.970023141764866,,,,,,,,-0.9002083643749065,-0.8364187763424574,,,,,,,-0.9659524503327173,-0.9514729893989095,,,,,-0.9738992457006497,,,,-0.9869463115278321,,-0.9325005707874146,-0.9693457711038345,-0.8066507031988452,,,,,,,-0.8933862595149182,,,,-0.8696047626224055,,,,-0.8691914360371842,-0.8501549000806877,,,-0.9360007769691584,,,,,,-0.8718932507550883,,-0.8290601932545035,,,-0.7965028182683056,,-0.7755789532974865,,-0.7414362560266404,,,,,-0.6711335258215233,-0.6221830666461484,,,-0.6731256838358518,-0.6789176693203796,,,,,,,-0.5317171069127258,-0.5012597427767082,-0.4984690217404861,,-0.455950523666921,,,,,,,,,0.2340903473164779,,,0.364104464014242,,,,0.3326428563668202,,,,,-0.07258958480295638,,,,,,,,-0.2741285915976131,,,,,,,,,-0.1903384814901755,,-0.02397289916822115,,,,,0.12982466128279846,,0.17269942562711388,,,,,0.48721751401985175,,0.5887782340010362,0.7495209709130326,,,,1.0428403066702776,,1.0845814147993325,,1.218557889705154,,,,,,,,1.6296650046128491,,,,,,,1.715496255337342,1.6114018460374826,,,,,,,,,1.7620420897303142,,1.7129915565872378,,,,1.7644325763083275,,,,,1.734750559624646,,,,,1.7151247509552439,
76,,,-1.0999895122390253,,,,,,-1.0086072528577046,,,,,,-1.1304818158435574,,,,,,,,,,-1.158636825307534,,,,-1.0431435264659972,,,,,,,,,,,,,,,,,,,,-1.0076447186280555,,,,-1.0987698267885986,-1.1571036279408566,,,-0.9918056492962253,,-0.9475934197446274,-1.014033631804184,-1.0557251282186693,,-0.9556077130553525,,-0.9398129227223105,,,-1.0115143296627402,,,,,,,,,,,,,,,-0.60436232513227,,,,,,,,,-0.30534179743509826,-0.25579728981857086,,,,0.21300341994266295,,,,,1.1076089449048845,1.109222625721485,,,,,,,,,,,,,0.41326842307095424,,0.2605744031055699,,,0.04401589368288342,0.07193626762454612,,,-0.1895321241807107,,,,,-0.11531639997024472,,,,,,,0.12346546664154162,,,,,,0.22640746248538773,,,,,,,,,,,,,,0.5025057615145657,,0.8281655520508538,1.0467014203110754,1.1797335936961757,,,1.5152062473605168,,,,,,,,,1.1630766914756498,,1.1876380678218863,,1.207236960397342,,,,,,,,,,,1.5703556845112892,1.5250730066037426,,,,,1.756130790091485,,,,,
98,,,,,,,,,-1.0202694676296453,-0.9149494866555643,,-1.087287882952671,,,,,,,,,,,-0.9956370994890494,,,,-0.9655090241405532,,,,,,,,,,,,,,-1.0877482859710939,,,,-0.9696285114397485,,,,,,,,,,,,,,,-0.874929637952386,,,,,-0.9925272950557354,,,,-0.9547437773400589,,-0.7677281342300776,,,,,,,,,,,,,,-0.5846006735101055,,,,,,,,-0.10271281625692213,,,0.1732358264130729,,0.42357476724001897,,,,,,,,1.7742580346770152,1.9906838189626581,,,,,1.5368611979549545,,,,,,,0.2590735705039881,,0.10905826573239515,,0.011372950363250867,,,,,,,,-0.0906518077034094,,,,-0.0395734737776454,,-0.003952683505867256,,,,,,-0.061567151202933254,,,,,,,,,,,,,0.23346517574974945,,,,,1.5126202414723673,,,1.8488901673684621,,,1.651110606490098,,,,,,,,1.0205594426018523,,,,0.9739226626344261,1.052466814107487,,,,,,,,,,,,,,1.5811216756988546,,,,,1.8100502924936515
79,,-1.014475221897532,,,,,-0.9767671175311645,-1.0035351607804193,,-0.9794284541666671,,-0.9420579201855228,,-0.9638179314313292,,,,,,,,,-1.0431194286308194,,,,,-0.997687971052855,,,,,,,,,,-0.9294281445743678,,,,,,,,-0.9420768241418518,,,,,,,,-0.9577956337725173,,-0.966024010735478,-0.8939238825108472,-0.9043582011138667,,,,,,,,-0.8251885140313726,,,-0.8390023368568001,,,,,,-0.8284151260164523,-0.6753638823145246,,,,,,,,,-0.6907591128012777,-0.6734411689618246,,-0.613307049028001,-0.5541144675063812,-0.6298948434682388,,-0.5279748388034171,-0.440457074309078,-0.4216071068533349,,,-0.18590090233640894,,,0.1993047532725153,,,,,,,,,,,,,0.3645065520711959,0.16996886120504365,,0.006277256166803261,,,,,,,,,,,,,,-0.26965082015028663,,,0.08935967188845045,0.047704722250381165,,,,,,,,0.3649403216979339,0.30157570870691064,,,0.5813153628025683,0.5392627429197306,,,0.764841749329093,,,,,,,,,,,1.429923853025618,1.5312390944817682,1.4948238816773132,,,,1.696556029728918,,1.7880365872506014,,,,,,,,1.5637826203394583,,,,,,1.6366759427604165,,,1.66390649568332,,,,,1.7006706884014011,,,,,,,,
47,-1.1130751613859435,,,,,,,,-1.0869327046029633,,,-0.9647061181181803,,,,-1.0208046095752525,,,,,,,-1.050180411100694,-1.080823020754689,,,,,-1.1587145179696428,,,,,,,-0.992495416393294,,,-1.0574694097039037,,,,,-1.1928454297951245,,,,,-1.0735015712292333,,-0.9778962197712846,,,,,,,-1.0497688695167786,,,,,,,,,-0.9566388567320661,,,,-0.8691482928478067,,,,,,,,,-0.6554543549752402,,,,,,,,,,,-0.2844588115088397,,,,,0.23771728512498874,,,0.8339908584164609,0.9795847411693221,,,,,1.9801525423415043,,,,,,1.8768204677365736,,1.406701414692489,,,,,0.6822114822134352,,,,,0.399337619104024,,,,,,,,,,,,0.23817496527924747,,,,,0.3785331212335529,,,0.12026463936925956,0.17167127739014387,,0.05912202036587626,,,,-0.02546304673365362,,-0.006570763348115214,,,0.014783138215492417,,,,0.44689159234833153,,,1.0085458141553032,0.9850018497573394,,,,,,,,,,,,,,,,0.893800326584242,,,1.0248158358181119,,1.202755232825144,,,,,,1.472261458397609,1.5554984757413544,,,,1.7704751582831697,,1.834434215719916,,
86,-0.8686311816313975,,,,,,-0.9323503216162362,,,,,-0.9160237624281279,,,,,,,,,,,,,,,,-1.153882583816397,,-1.028673656048912,-1.0445376088099378,-0.9974072531615547,,,-1.0174439479545154,,,,,,-0.9838356251536202,,,,,,,,,,,,,,,,-0.991334960332226,,,,,,,,,-0.8944816871422145,,,,,,,,,-0.7189434529513831,,,,,,,,,,,,,,,,,,,,,,0.4591282337240556,0.7236692836391676,,1.0972856435822835,,,1.7275798926396555,,,,,2.282145495907608,,,,,1.5388424438494255,,,,,,,,,,,-0.23640396016740503,,-0.229349923873816,,,,,,,,,,,,,,,,,-0.05487733189132121,,-0.19613509250980066,,,,,,,,,,-0.016882530130474832,,0.14222658750636072,,,0.9726481183795034,1.2779318067777419,,,,,,,,1.317819227806593,,,,,0.7849002599846557,0.8351414707717418,,,,,,0.9799395686559584,,,,,1.1340376254015125,,1.1819587819763973,,,,1.5327858486774197,,1.6342994009862493,,,,1.7144760927208678,
